Activity ID,Subject,Object,Verb Lemma
CALDR_13_19,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_19,Catherine Ashton,David Miliband,receives
CALDR_13_20,Joaquin Almunia,Olli Rehn,meets
CALDR_13_20,Viviane Reding,Michel Barnier,receives
CALDR_13_21,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_13_21,Catherine Ashton,Donald Tusk,receives
CALDR_13_22,Joaquin Almunia,Michel Barnier,meets
CALDR_13_22,Viviane Reding,George Papandreou,receives
CALDR_13_23,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_23,Catherine Ashton,David Miliband,receives
CALDR_13_24,Joaquin Almunia,Olli Rehn,meets
CALDR_13_24,Viviane Reding,Michel Barnier,receives
CALDR_13_25,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_13_25,Catherine Ashton,Donald Tusk,receives
CALDR_13_26,Joaquin Almunia,Michel Barnier,meets
CALDR_13_26,Viviane Reding,George Papandreou,receives
CALDR_13_27,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_27,Catherine Ashton,David Miliband,receives
CALDR_13_28,Joaquin Almunia,Olli Rehn,meets
CALDR_13_28,Viviane Reding,Michel Barnier,receives
CALDR_13_29,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_13_29,Catherine Ashton,Donald Tusk,receives
CALDR_13_30,Joaquin Almunia,Michel Barnier,meets
CALDR_13_30,Viviane Reding,George Papandreou,receives
CALDR_13_31,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_31,Catherine Ashton,David Miliband,receives
CALDR_13_32,Joaquin Almunia,Olli Rehn,meets
CALDR_13_32,Viviane Reding,Michel Barnier,receives
CALDR_13_33,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_13_33,Catherine Ashton,Donald Tusk,receives
CALDR_13_34,Joaquin Almunia,Michel Barnier,meets
CALDR_13_34,Viviane Reding,George Papandreou,receives
CALDR_13_35,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_35,Catherine Ashton,David Miliband,receives
CALDR_13_36,Joaquin Almunia,Olli Rehn,meets
CALDR_13_36,Viviane Reding,Michel Barnier,receives
CALDR_13_37,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_13_37,Catherine Ashton,Donald Tusk,receives
CALDR_13_38,Joaquin Almunia,Michel Barnier,meets
CALDR_13_38,Viviane Reding,George Papandreou,receives
CALDR_13_39,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_39,Catherine Ashton,David Miliband,receives
CALDR_13_40,Joaquin Almunia,Olli Rehn,meets
CALDR_13_40,Viviane Reding,Michel Barnier,receives
CALDR_13_41,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_13_41,Catherine Ashton,Donald Tusk,receives
CALDR_13_42,Joaquin Almunia,Michel Barnier,meets
CALDR_13_42,Viviane Reding,George Papandreou,receives
CALDR_13_43,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_43,Catherine Ashton,David Miliband,receives
CALDR_13_44,Joaquin Almunia,Olli Rehn,meets
CALDR_13_44,Viviane Reding,Michel Barnier,receives
CALDR_13_45,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_13_45,Catherine Ashton,Donald Tusk,receives
CALDR_13_46,Joaquin Almunia,Michel Barnier,meets
CALDR_13_46,Viviane Reding,George Papandreou,receives
CALDR_13_47,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_47,Catherine Ashton,David Miliband,receives
CALDR_13_48,Joaquin Almunia,Olli Rehn,meets
CALDR_13_48,Viviane Reding,Michel Barnier,receives
CALDR_13_49,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_13_49,Catherine Ashton,Donald Tusk,receives
CALDR_13_50,Joaquin Almunia,Michel Barnier,meets
CALDR_13_50,Viviane Reding,George Papandreou,receives
CALDR_13_51,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_13_51,Catherine Ashton,David Miliband,receives
CALDR_13_52,Joaquin Almunia,Olli Rehn,meets
CALDR_13_52,Viviane Reding,Michel Barnier,receives
CALDR_14_01,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_01,Catherine Ashton,Donald Tusk,receives
CALDR_14_02,Joaquin Almunia,Michel Barnier,meets
CALDR_14_02,Viviane Reding,George Papandreou,receives
CALDR_14_03,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_03,Catherine Ashton,David Miliband,receives
CALDR_14_04,Joaquin Almunia,Olli Rehn,meets
CALDR_14_04,Viviane Reding,Michel Barnier,receives
CALDR_14_05,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_05,Catherine Ashton,Donald Tusk,receives
CALDR_14_06,Joaquin Almunia,Michel Barnier,meets
CALDR_14_06,Viviane Reding,George Papandreou,receives
CALDR_14_07,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_07,Catherine Ashton,David Miliband,receives
CALDR_14_08,Joaquin Almunia,Olli Rehn,meets
CALDR_14_08,Viviane Reding,Michel Barnier,receives
CALDR_14_09,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_09,Catherine Ashton,Donald Tusk,receives
CALDR_14_10,Joaquin Almunia,Michel Barnier,meets
CALDR_14_10,Viviane Reding,George Papandreou,receives
CALDR_14_11,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_11,Catherine Ashton,David Miliband,receives
CALDR_14_12,Joaquin Almunia,Olli Rehn,meets
CALDR_14_12,Viviane Reding,Michel Barnier,receives
CALDR_14_13,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_13,Catherine Ashton,Donald Tusk,receives
CALDR_14_14,Joaquin Almunia,Michel Barnier,meets
CALDR_14_14,Viviane Reding,George Papandreou,receives
CALDR_14_15,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_15,Catherine Ashton,David Miliband,receives
CALDR_14_16,Joaquin Almunia,Olli Rehn,meets
CALDR_14_16,Viviane Reding,Michel Barnier,receives
CALDR_14_17,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_17,Catherine Ashton,Donald Tusk,receives
CALDR_14_18,Joaquin Almunia,Michel Barnier,meets
CALDR_14_18,Viviane Reding,George Papandreou,receives
CALDR_14_19,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_19,Catherine Ashton,David Miliband,receives
CALDR_14_20,Joaquin Almunia,Olli Rehn,meets
CALDR_14_20,Viviane Reding,Michel Barnier,receives
CALDR_14_21,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_21,Catherine Ashton,Donald Tusk,receives
CALDR_14_22,Joaquin Almunia,Michel Barnier,meets
CALDR_14_22,Viviane Reding,George Papandreou,receives
CALDR_14_23,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_23,Catherine Ashton,David Miliband,receives
CALDR_14_24,Joaquin Almunia,Olli Rehn,meets
CALDR_14_24,Viviane Reding,Michel Barnier,receives
CALDR_14_25,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_25,Catherine Ashton,Donald Tusk,receives
CALDR_14_26,Joaquin Almunia,Michel Barnier,meets
CALDR_14_26,Viviane Reding,George Papandreou,receives
CALDR_14_27,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_27,Catherine Ashton,David Miliband,receives
CALDR_14_28,Joaquin Almunia,Olli Rehn,meets
CALDR_14_28,Viviane Reding,Michel Barnier,receives
CALDR_14_29,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_29,Catherine Ashton,Donald Tusk,receives
CALDR_14_30,Joaquin Almunia,Michel Barnier,meets
CALDR_14_30,Viviane Reding,George Papandreou,receives
CALDR_14_31,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_31,Catherine Ashton,David Miliband,receives
CALDR_14_32,Joaquin Almunia,Olli Rehn,meets
CALDR_14_32,Viviane Reding,Michel Barnier,receives
CALDR_14_33,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_33,Catherine Ashton,Donald Tusk,receives
CALDR_14_34,Joaquin Almunia,Michel Barnier,meets
CALDR_14_34,Viviane Reding,George Papandreou,receives
CALDR_14_35,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_35,Catherine Ashton,David Miliband,receives
CALDR_14_36,Joaquin Almunia,Olli Rehn,meets
CALDR_14_36,Viviane Reding,Michel Barnier,receives
CALDR_14_37,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_37,Catherine Ashton,Donald Tusk,receives
CALDR_14_38,Joaquin Almunia,Michel Barnier,meets
CALDR_14_38,Viviane Reding,George Papandreou,receives
CALDR_14_39,Jose Manuel Barroso,Karel De Gucht,meets
CALDR_14_39,Catherine Ashton,David Miliband,receives
CALDR_14_40,Joaquin Almunia,Olli Rehn,meets
CALDR_14_40,Viviane Reding,Michel Barnier,receives
CALDR_14_41,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_41,Catherine Ashton,Donald Tusk,receives
CALDR_14_42,Joaquin Almunia,Michel Barnier,meets
CALDR_14_42,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_42,Catherine Ashton,Donald Tusk,receives
CALDR_14_42,Androulla Vassiliou,Michel Barnier,receives
CALDR_14_42,Karel De Gucht,George Papandreou,receives
CALDR_14_43,Joaquin Almunia,Toshimitu Motegi,meets
CALDR_14_43,Viviane Reding,Jörg Monar,receives
CALDR_14_43,Jose Manuel Barroso,members of the Club des Grandes Entreprises,meets
CALDR_14_43,Catherine Ashton,Christine Kelly,receives
CALDR_14_44,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_44,Catherine Ashton,Donald Tusk,receives
CALDR_14_44,Viviane Reding,Michel Barnier,meets
CALDR_14_44,Joaquin Almunia,Jörg Monar,receives
CALDR_14_45,Androulla Vassiliou,Karel De Gucht,meets
CALDR_14_45,Catherine Ashton,David Miliband,receives
CALDR_14_45,Michel Barnier,Toshimitu Motegi,receives
CALDR_14_45,Viviane Reding,members of the Club des Grandes Entreprises,receives
CALDR_14_46,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_46,Catherine Ashton,Donald Tusk,receives
CALDR_14_46,Androulla Vassiliou,Michel Barnier,receives
CALDR_14_46,Karel De Gucht,George Papandreou,receives
CALDR_14_47,Joaquin Almunia,Toshimitu Motegi,meets
CALDR_14_47,Viviane Reding,Jörg Monar,receives
CALDR_14_47,Jose Manuel Barroso,members of the Club des Grandes Entreprises,meets
CALDR_14_47,Catherine Ashton,Christine Kelly,receives
CALDR_14_48,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_48,Catherine Ashton,Donald Tusk,receives
CALDR_14_48,Viviane Reding,Michel Barnier,meets
CALDR_14_48,Joaquin Almunia,Jörg Monar,receives
CALDR_14_49,Androulla Vassiliou,Karel De Gucht,meets
CALDR_14_49,Catherine Ashton,David Miliband,receives
CALDR_14_49,Michel Barnier,Toshimitu Motegi,receives
CALDR_14_49,Viviane Reding,members of the Club des Grandes Entreprises,receives
CALDR_14_50,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_50,Catherine Ashton,Donald Tusk,receives
CALDR_14_50,Androulla Vassiliou,Michel Barnier,receives
CALDR_14_50,Karel De Gucht,George Papandreou,receives
CALDR_14_51,Joaquin Almunia,Toshimitu Motegi,meets
CALDR_14_51,Viviane Reding,Jörg Monar,receives
CALDR_14_51,Jose Manuel Barroso,members of the Club des Grandes Entreprises,meets
CALDR_14_51,Catherine Ashton,Christine Kelly,receives
CALDR_14_52,Jose Manuel Barroso,Herman Van Rompuy,meets
CALDR_14_52,Catherine Ashton,Donald Tusk,receives
CALDR_14_52,Viviane Reding,Michel Barnier,meets
CALDR_14_52,Joaquin Almunia,Jörg Monar,receives
CALDR_15_01,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_15_01,Frans Timmermans,Donald Tusk,receives
CALDR_15_01,Margrethe Vestager,Karel De Gucht,meets
CALDR_15_02,Jyrki Katainen,Pierre Moscovici,meets
CALDR_15_02,Cecilia Malmström,Andrus Ansip,receives
CALDR_15_02,Maroš Šefčovič,Valdis Dombrovskis,meets
CALDR_15_03,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_03,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_15_03,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_04,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_04,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_15_04,Cecilia Malmström,Phil Hogan,meets
CALDR_15_05,Maroš Šefčovič,Johannes Hahn,meets
CALDR_15_05,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_15_05,Frans Timmermans,Pierre Moscovici,meets
CALDR_15_06,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_15_06,Margrethe Vestager,Andrus Ansip,receives
CALDR_15_06,Jyrki Katainen,Karmenu Vella,meets
CALDR_15_07,Cecilia Malmström,Phil Hogan,meets
CALDR_15_07,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_15_07,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_08,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_08,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_15_08,Margrethe Vestager,Pierre Moscovici,meets
CALDR_15_09,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_15_09,Cecilia Malmström,Andrus Ansip,receives
CALDR_15_09,Maroš Šefčovič,Carlos Moedas,meets
CALDR_15_10,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_15_10,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_15_10,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_11,Jyrki Katainen,Pierre Moscovici,meets
CALDR_15_11,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_15_11,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_15_12,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_12,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_15_12,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_13,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_13,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_15_13,Cecilia Malmström,Phil Hogan,meets
CALDR_15_14,Maroš Šefčovič,Johannes Hahn,meets
CALDR_15_14,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_15_14,Frans Timmermans,Pierre Moscovici,meets
CALDR_15_15,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_15_15,Margrethe Vestager,Andrus Ansip,receives
CALDR_15_15,Jyrki Katainen,Karmenu Vella,meets
CALDR_15_16,Cecilia Malmström,Phil Hogan,meets
CALDR_15_16,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_15_16,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_17,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_17,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_15_17,Margrethe Vestager,Pierre Moscovici,meets
CALDR_15_18,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_15_18,Cecilia Malmström,Andrus Ansip,receives
CALDR_15_18,Maroš Šefčovič,Carlos Moedas,meets
CALDR_15_19,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_15_19,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_15_19,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_20,Jyrki Katainen,Pierre Moscovici,meets
CALDR_15_20,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_15_20,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_15_21,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_21,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_15_21,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_22,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_22,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_15_22,Cecilia Malmström,Phil Hogan,meets
CALDR_15_23,Maroš Šefčovič,Johannes Hahn,meets
CALDR_15_23,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_15_23,Frans Timmermans,Pierre Moscovici,meets
CALDR_15_24,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_15_24,Margrethe Vestager,Andrus Ansip,receives
CALDR_15_24,Jyrki Katainen,Karmenu Vella,meets
CALDR_15_25,Cecilia Malmström,Phil Hogan,meets
CALDR_15_25,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_15_25,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_26,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_26,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_15_26,Margrethe Vestager,Pierre Moscovici,meets
CALDR_15_27,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_15_27,Cecilia Malmström,Andrus Ansip,receives
CALDR_15_27,Maroš Šefčovič,Carlos Moedas,meets
CALDR_15_28,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_15_28,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_15_28,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_29,Jyrki Katainen,Pierre Moscovici,meets
CALDR_15_29,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_15_29,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_15_30,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_30,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_15_30,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_31,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_31,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_15_31,Cecilia Malmström,Phil Hogan,meets
CALDR_15_32,Maroš Šefčovič,Johannes Hahn,meets
CALDR_15_32,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_15_32,Frans Timmermans,Pierre Moscovici,meets
CALDR_15_33,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_15_33,Margrethe Vestager,Andrus Ansip,receives
CALDR_15_33,Jyrki Katainen,Karmenu Vella,meets
CALDR_15_34,Cecilia Malmström,Phil Hogan,meets
CALDR_15_34,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_15_34,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_35,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_35,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_15_35,Margrethe Vestager,Pierre Moscovici,meets
CALDR_15_36,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_15_36,Cecilia Malmström,Andrus Ansip,receives
CALDR_15_36,Maroš Šefčovič,Carlos Moedas,meets
CALDR_15_37,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_15_37,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_15_37,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_38,Jyrki Katainen,Pierre Moscovici,meets
CALDR_15_38,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_15_38,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_15_39,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_39,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_15_39,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_40,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_40,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_15_40,Cecilia Malmström,Phil Hogan,meets
CALDR_15_41,Maroš Šefčovič,Johannes Hahn,meets
CALDR_15_41,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_15_41,Frans Timmermans,Pierre Moscovici,meets
CALDR_15_42,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_15_42,Margrethe Vestager,Andrus Ansip,receives
CALDR_15_42,Jyrki Katainen,Karmenu Vella,meets
CALDR_15_43,Cecilia Malmström,Phil Hogan,meets
CALDR_15_43,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_15_43,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_44,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_44,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_15_44,Margrethe Vestager,Pierre Moscovici,meets
CALDR_15_45,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_15_45,Cecilia Malmström,Andrus Ansip,receives
CALDR_15_45,Maroš Šefčovič,Carlos Moedas,meets
CALDR_15_46,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_15_46,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_15_46,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_47,Jyrki Katainen,Pierre Moscovici,meets
CALDR_15_47,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_15_47,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_15_48,Jean-Claude Juncker,Donald Tusk,meets
CALDR_15_48,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_15_48,Frans Timmermans,Kristalina Georgieva,meets
CALDR_15_49,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_15_49,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_15_49,Cecilia Malmström,Phil Hogan,meets
CALDR_15_50,Maroš Šefčovič,Johannes Hahn,meets
CALDR_15_50,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_15_50,Frans Timmermans,Pierre Moscovici,meets
CALDR_15_51,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_15_51,Margrethe Vestager,Andrus Ansip,receives
CALDR_15_51,Jyrki Katainen,Karmenu Vella,meets
CALDR_16_01,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_01,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_16_01,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_02,Margrethe Vestager,Pierre Moscovici,meets
CALDR_16_02,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_16_02,Cecilia Malmström,Phil Hogan,meets
CALDR_16_03,Maroš Šefčovič,Johannes Hahn,meets
CALDR_16_03,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_16_03,Frans Timmermans,Pierre Moscovici,meets
CALDR_16_04,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_16_04,Margrethe Vestager,Andrus Ansip,receives
CALDR_16_04,Jyrki Katainen,Karmenu Vella,meets
CALDR_16_05,Cecilia Malmström,Phil Hogan,meets
CALDR_16_05,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_16_05,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_06,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_06,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_16_06,Margrethe Vestager,Pierre Moscovici,meets
CALDR_16_07,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_16_07,Cecilia Malmström,Andrus Ansip,receives
CALDR_16_07,Maroš Šefčovič,Carlos Moedas,meets
CALDR_16_08,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_16_08,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_16_08,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_09,Jyrki Katainen,Pierre Moscovici,meets
CALDR_16_09,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_16_09,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_16_10,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_10,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_16_10,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_11,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_11,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_16_11,Cecilia Malmström,Phil Hogan,meets
CALDR_16_12,Maroš Šefčovič,Johannes Hahn,meets
CALDR_16_12,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_16_12,Frans Timmermans,Pierre Moscovici,meets
CALDR_16_13,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_16_13,Margrethe Vestager,Andrus Ansip,receives
CALDR_16_13,Jyrki Katainen,Karmenu Vella,meets
CALDR_16_14,Cecilia Malmström,Phil Hogan,meets
CALDR_16_14,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_16_14,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_15,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_15,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_16_15,Margrethe Vestager,Pierre Moscovici,meets
CALDR_16_16,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_16_16,Cecilia Malmström,Andrus Ansip,receives
CALDR_16_16,Maroš Šefčovič,Carlos Moedas,meets
CALDR_16_17,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_16_17,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_16_17,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_18,Jyrki Katainen,Pierre Moscovici,meets
CALDR_16_18,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_16_18,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_16_19,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_19,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_16_19,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_20,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_20,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_16_20,Cecilia Malmström,Phil Hogan,meets
CALDR_16_21,Maroš Šefčovič,Johannes Hahn,meets
CALDR_16_21,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_16_21,Frans Timmermans,Pierre Moscovici,meets
CALDR_16_22,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_16_22,Margrethe Vestager,Andrus Ansip,receives
CALDR_16_22,Jyrki Katainen,Karmenu Vella,meets
CALDR_16_23,Cecilia Malmström,Phil Hogan,meets
CALDR_16_23,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_16_23,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_24,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_24,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_16_24,Margrethe Vestager,Pierre Moscovici,meets
CALDR_16_25,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_16_25,Cecilia Malmström,Andrus Ansip,receives
CALDR_16_25,Maroš Šefčovič,Carlos Moedas,meets
CALDR_16_26,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_16_26,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_16_26,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_27,Jyrki Katainen,Pierre Moscovici,meets
CALDR_16_27,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_16_27,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_16_28,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_28,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_16_28,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_29,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_29,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_16_29,Cecilia Malmström,Phil Hogan,meets
CALDR_16_30,Maroš Šefčovič,Johannes Hahn,meets
CALDR_16_30,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_16_30,Frans Timmermans,Pierre Moscovici,meets
CALDR_16_31,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_16_31,Margrethe Vestager,Andrus Ansip,receives
CALDR_16_31,Jyrki Katainen,Karmenu Vella,meets
