crawl_date,source,url,alt_text,url_text
2.02E+13,https://www.idahopress.com/blueturfsports/football/boise-states-25-most-important-players-in-2021-no-24-billy-bowens/article_657e68ba-4b62-503e-bb98-ecd9a1d9895f.html,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/1/58/1583ae80-cbbf-5acc-bbd6-57644e0dd7b7/60b16a3b6be3a.image.jpg,Bowens mug,idahopress
2.02E+13,https://www.idahopress.com/blueturfsports/football/boise-states-25-most-important-players-in-2021-no-17-kekaniokoa-holomalia-gonzalez/article_c473e8a5-86b9-5feb-bc96-e306e5ec8fb4.html,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/4/04/404587da-126a-5080-a564-bdc3115ff76f/60bbf76752539.image.jpg,Holomalia-Gonzalez mug,idahopress
2.02E+13,https://www.idahopress.com/,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/7/2b/72baba45-3ca8-5b4e-b72c-eaa19a211de8/606374baf2fef.image.jpg,"Hunters: Controlled hunt application period opens April 1, no foolin'",idahopress
2.02E+13,https://www.idahopress.com/blueturfsports/football/boise-states-25-most-important-players-in-2021-no-2-riley-whimpey/article_e4900376-001a-5eb4-98fa-d468ebb5c23a.html,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/7/39/73960cda-1d66-536f-9a0d-cc9eb989d8a2/60d3b8426ecf6.image.jpg,Whimpey mug,idahopress
2.02E+13,https://www.idahopress.com/,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/9/fb/9fbd2c97-a83c-54f4-b249-4ce6a53cc898/60aee1f2b3647.image.jpg,Officials warn of fire danger before holiday weekend,idahopress
2.02E+13,https://www.idahopress.com/,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/b/6b/b6becab3-0cc5-5a4e-af58-22293fc16054/6064e83663b2d.image.jpg,Glamping in Caldwell wine country combines 'best of two worlds',idahopress
2.02E+13,https://www.idahopress.com/blueturfsports/football/for-jaleel-broncos-help-celebrate-local-9-year-old-with-leukemia/article_3bc9f31a-a0d6-59e3-829f-5129aae691c1.html,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/b/d0/bd09988a-88ca-586a-a418-2ee4f72d3dc2/609058d9901c1.image.jpg,Jaleel -66,idahopress
2.02E+13,https://www.idahopress.com/,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/d/60/d6072f6a-d727-55de-9af2-a883863be079/60dd0762a43c1.image.jpg,Canyon County landfill to expand its perimeter,idahopress
2.02E+13,https://www.idahopress.com/,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/f/82/f82e7d95-3284-5967-a549-dc91f4b44370/60521bca18222.image.jpg,Senate panel kills House-passed bill to do away with August elections,idahopress
2.02E+13,https://www.idahopress.com/,https://bloximages.chicago2.vip.townnews.com/idahopress.com/content/tncms/assets/v3/editorial/f/ad/fad3f851-4ba1-5878-b0f2-b2d58492cc7c/60529cb3935a6.image.png,House passes big tax-cut bill,idahopress
2.02E+13,https://www.insidenova.com/news/politics/democrats-outraising-gop-in-house-races/article_dfd59750-a584-11eb-83c1-4b039d8765da.html,https://bloximages.chicago2.vip.townnews.com/insidenova.com/content/tncms/assets/v3/editorial/7/79/77912dda-0dd6-11eb-a05f-1bc6d4010fe9/5f867fb27ce98.image.jpg,guzman,insidenova
2.02E+13,https://www.insidenova.com/,https://bloximages.chicago2.vip.townnews.com/insidenova.com/content/tncms/assets/v3/editorial/a/04/a04a264c-8d91-11eb-9850-e3f1fc92e5a7/605ccbeb77254.image.png,insidenova,insidenova
2.02E+13,https://www.insidenova.com/headlines/breaking-update-northam-calls-6-p-m-curfew-for-arlington-alexandria-after-violence-at-the/article_51afdf42-5059-11eb-90c2-9f3b3ff350f4.html,https://bloximages.chicago2.vip.townnews.com/insidenova.com/content/tncms/assets/v3/editorial/a/72/a72f48b2-505a-11eb-a13a-e78713baf03e/5ff61840ae1af.image.jpg,APTOPIX Electoral College Protests,insidenova
2.02E+13,https://www.insidenova.com/headlines/breaking-update-northam-calls-6-p-m-curfew-for-arlington-alexandria-after-violence-at-the/article_51afdf42-5059-11eb-90c2-9f3b3ff350f4.html,https://bloximages.chicago2.vip.townnews.com/insidenova.com/content/tncms/assets/v3/editorial/f/aa/faa85ff4-5066-11eb-ae01-2f8a80bf1d90/5ff62ceeaf73b.image.png,state police dc,insidenova
2.02E+13,https://journalstar.com/news/state-and-regional/nebraska/she-was-always-there-just-like-a-mother-should-be/article_8c4ee6fa-9abd-57ef-a7d9-1bef23490ae6.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/2/bc/2bccbd3f-5873-58f6-9415-203d35c36588/60749318a957a.image.jpg,Jane Koch,journalstar
2.02E+13,https://journalstar.com/sports/huskers/husker-sports/knapton-and-hymanson-earn-top-awards-at-nebraskas-night-at-the-lied-event/article_a3720be1-0c4a-51de-9440-b709bd565a2b.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/3/59/35961d70-aa2c-5a0f-a1f6-534d157a105a/609c8f2bc44fd.image.jpg,"Abigail Knapton, Husker diver",journalstar
2.02E+13,https://journalstar.com/sports/huskers/football/former-husker-star-harry-tolly-wasnt-only-a-qb-he-confounded-sooners-in-59-as/article_a5f149a5-a624-5556-b99c-8aa4a246d3be.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/3/a3/3a3c7ce5-47e1-5aab-bbc5-a0fc13743d46/6088a3df6af8a.image.jpg,Harry Tolly,journalstar
2.02E+13,https://journalstar.com/news/local/he-was-i-guess-youd-say-the-definition-of-unconditional-love/article_1f0cd96a-9c8d-573a-b0ca-47597dc5db40.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/3/eb/3eb2421a-412b-5007-899a-69ce9eed4dac/606dfb60ec4c8.image.jpg,Jack Fields,journalstar
2.02E+13,https://journalstar.com/news/local/so-long-and-thanks-for-the-fish/article_15f2261a-83f9-5d60-be67-0fa839a93c18.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/4/26/42659835-4397-581a-b9f5-82c6fa42ea6f/606f5df510ef5.image.jpg,Kevin Hopper,journalstar
2.02E+13,https://journalstar.com/news/local/letter-from-the-editor-a-bright-future-a-fond-farewell/article_85481980-1ec1-5885-8e52-faacdb094a5e.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/4/3e/43e1349d-f0ca-5731-8a9e-b35e206695b7/61bcb1e65cbc3.image.png,journalstar,journalstar
2.02E+13,https://journalstar.com/sports/huskers/football/huskers-set-to-host-up-to-2-700-at-baseball-games-shooting-for-50-for/article_4faafdd9-98fd-59c0-9c52-178cac739597.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/5/5c/55ce5366-3684-53d8-ad17-d87173677dfb/605b843b876ef.image.jpg,"Baseball, Creighton vs. Nebraska, 3.31.15",journalstar
2.02E+13,https://journalstar.com/news/local/he-watched-a-lot-of-vietnam-documentaries-because-he-missed-his-country/article_8d0aa7ab-994c-5f5e-ac16-d5bc14e5e118.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/6/12/6127509e-81db-5da7-899e-026e8c196528/606f8af26095e.image.jpg,Tam Mai,journalstar
2.02E+13,https://journalstar.com/sports/huskers/football/as-premiere-nears-ex-husker-josh-davis-describes-making-of-husker-football-documentary/article_60a1535e-735e-5b62-b683-91ab4fec159d.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/6/bb/6bbf09b6-c946-5076-bdca-effd11507275/6276fc0fb5c9e.image.jpg,"Nebraska 49, UCLA 21",journalstar
2.02E+13,https://journalstar.com/sports/huskers/recruiting/class-of-2023-qb-reese-mooney-has-nebraska-staffs-full-attention-as-spring-game-visit/article_ef949f9b-79b0-5022-be1f-d8f49bfeeafe.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/7/9c/79c160c5-6dae-5e61-9438-daed053473eb/60837c1b6e157.image.jpg,Teddy Mooney bleeding Husker Red,journalstar
2.02E+13,https://journalstar.com/sports/huskers/football/as-premiere-nears-ex-husker-josh-davis-describes-making-of-husker-football-documentary/article_60a1535e-735e-5b62-b683-91ab4fec159d.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/8/1d/81d66874-6550-5fd4-9270-452c979bab3c/627702a40169d.image.jpg,Finally!,journalstar
2.02E+13,https://journalstar.com/sports/huskers/recruiting/db-tyreke-johnson-talks-transfer-to-the-huskers-says-he-felt-love-and-energy-during/article_43ed07af-d76a-5109-bbc4-7cc805335492.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/9/29/9299a06a-0fec-5233-b10b-9a3a1fcd17eb/60c698813ada7.image.jpg,Tyreke Johnson,journalstar
2.02E+13,https://journalstar.com/sports/huskers/football/after-finishing-nu-career-with-a-bang-mills-decides-its-time-to-make-a-run/article_fe01411a-767a-5192-9434-ab5321b5b4bf.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/9/47/947db714-cad9-5366-8979-e2787c1a3d4e/5ffe3f46eecb5.image.jpg,Dedrick Mills,journalstar
2.02E+13,https://journalstar.com/news/state-and-regional/nebraska/she-was-always-there-just-like-a-mother-should-be/article_8c4ee6fa-9abd-57ef-a7d9-1bef23490ae6.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/a/ef/aefd203f-7f5a-5655-8dce-0cd429e13042/607493192784d.image.jpg,Jane Koch,journalstar
2.02E+13,https://journalstar.com/sports/huskers/baseball/nebraska-athletics-announces-new-hires-as-in-house-multimedia-operation-takes-shape/article_471d93f4-7f10-52ce-9d31-7d144015063f.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/c/94/c948ff82-8f2e-57f8-ab0e-5be1b08539ea/60a6cf3c01da1.image.jpg,Jessica Coody,journalstar
2.02E+13,https://journalstar.com/sports/huskers/sipple/steven-m-sipple-part-of-lavontes-secret-he-can-contort-his-body-like-a-mouse/article_8caa732c-b5bb-5b53-8004-e0ea91efb6d1.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/c/c0/cc0a1787-c207-5098-8f87-5fa01b3a1caf/5ff90bcba2d8d.image.jpg,Mike Ekeler,journalstar
2.02E+13,https://journalstar.com/sports/huskers/football/ad-bill-moos-affirms-nus-intention-to-play-ou-this-fall-after-reports-the-huskers/article_2ebfa89f-2f4f-5363-b49c-f17679ebeab2.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/d/2b/d2b38b1b-e57b-51a3-9c4b-2191d1a4d797/604bdf3b9b208.image.jpg,Oklahoma vs. Nebraska,journalstar
2.02E+13,https://journalstar.com/news/local/so-long-and-thanks-for-the-fish/article_15f2261a-83f9-5d60-be67-0fa839a93c18.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/d/7d/d7d7c9ac-df73-5d64-8575-582a3bd01026/606f5df52a54f.image.jpg,Kevin Hopper,journalstar
2.02E+13,https://journalstar.com/news/local/he-used-a-duck-call-to-call-her-over-to-the-car/article_5a932d2f-e9e3-5c22-9657-6bf16fd8bc16.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/e/0a/e0a4d69f-f23e-5cf3-b549-14b0ec34ea42/606f93dbc3971.image.jpg,Bryan Wintz,journalstar
2.02E+13,https://journalstar.com/sports/huskers/football/al-papik-who-left-mark-at-doane-and-nebraska-in-decades-long-career-dead-at/article_d6fc8511-a4bd-5b7a-b59d-028d397700e0.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/e/f6/ef6a7ca3-99cb-5ae8-9b03-f02691435b17/627803f6bec8a.image.jpg,Track 34,journalstar
2.02E+13,https://journalstar.com/sports/huskers/football/in-announcing-his-departure-from-nebraska-wandale-robinson-cites-desire-to-move-closer-to-family/article_cdb61581-2a25-51a4-a8f5-c31fe1c591d8.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/f/26/f2654ced-39bc-56cf-b392-7d1d7b7e0870/5ffce957828fe.image.jpg,"Nebraska vs. Purdue, 11.2.2019",journalstar
2.02E+13,https://journalstar.com/news/local/he-was-my-once-in-a-lifetime-i-was-lucky/article_8dc13bda-215c-52a3-a566-83b5eecec910.html,https://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/f/a2/fa2c68a1-30f8-5b05-8e46-40514ccee5ef/606dfa696617b.image.jpg,Randy Brinkman,journalstar
2.02E+13,https://madison.com/news/local/environment/built-for-cold-wisconsin-grid-hums-along-in-temperatures-that-crippled-texas/article_f42cd474-67fc-5fd8-888e-03d69d9ba215.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/0/cf/0cf4ac2f-1abb-5f97-9948-2f3bb48e9fd8/602fd632cd0e9.image.jpg,ERCOT generation by source,madison
2.02E+13,https://madison.com/sports/college/football/photos-badgers-barry-alvarez-go-out-in-blaze-of-glory-at-outback-bowl/collection_d3fa477d-1b81-527f-9822-7f55da95e7f6.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/3/0a/30a2b49c-0d96-5832-a0fb-e0e856282bd2/54a59bce9fddf.image.jpg,pgOutbackBowl1221MPKe-01012015124446,madison
2.02E+13,https://madison.com/sports/college/wisconsin-athletic-department-projects-47-million-net-impact-on-budget-because-of-covid-19-pandemic/article_bcd73eb0-0c47-5828-a7ab-80c3a160030a.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/4/2e/42eaf79a-43c8-5ea7-8bc0-398bd8ed6503/6011f702dacb9.image.jpg,Kohl Center,madison
2.02E+13,https://madison.com/news/local/health-med-fit/a-teaser-who-was-in-tune-despite-hearing-impairment/article_a8c5da11-ae90-545f-9347-14779c7efd86.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/4/5e/45e30ba0-4bfb-55d3-be95-8d6e3bcea6c6/5fb8207e9fcbb.image.jpg,Steve Uttech,madison
2.02E+13,https://madison.com/news/local/after-nearly-71-years-of-marriage-waunakee-couple-die-within-days-of-each-other-in/article_20db8640-290d-52a9-b57e-e98833430588.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/4/8c/48c11e9a-9f07-5c21-8b1c-9c92d6653ee9/6081f43b9830f.image.jpg,Art and Phyllis Hellenbrand,madison
2.02E+13,https://madison.com/news/local/health-med-fit/gentle-giant-initially-skeptical-about-pandemic/article_d3f1568c-d912-55c5-8b67-2de6bc17e959.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/5/75/575eb2d9-89c4-5ad0-9c9a-fc745837da8e/5fb7f380dd61b.image.jpg,Richard Grams,madison
2.02E+13,https://madison.com/family-therapist-loved-music-learned-spanish-in-later-years/article_909c32d3-95bc-5183-9a1a-6f1ca58becc9.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/6/9f/69f8450c-142c-5a99-b1da-af7d7cfd0441/60303302d5424.image.jpg,Ruth and Vince Fish,madison
2.02E+13,https://madison.com/sports/college/football/a-colossal-waste-of-time-badgers-hofer-joe-thomas-reflects-on-his-draft-process/article_a704565e-63b6-5ee1-aba0-fe1147a5a408.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/6/b0/6b0c0ef5-f952-5663-8ffb-f449271e305c/6089e4808e5aa.image.jpg,combine photo 4-29,madison
2.02E+13,https://madison.com/sports/college/uw-says-secrecy-needed-in-ad-search-open-records-advocate-says-theres-no-evidence-to/article_d426f984-c759-560a-b5c7-ede86ee23d22.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/7/28/7280602e-e6b0-5398-81f3-33ed19daddb2/60a7d63369f7a.image.jpg,Alvarez statue,madison
2.02E+13,https://madison.com/news/local/health-med-fit/a-teaser-who-was-in-tune-despite-hearing-impairment/article_a8c5da11-ae90-545f-9347-14779c7efd86.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/8/80/880b4fdd-662f-5bd3-b10c-bd4c7d0845cd/5fb7ea214a4df.image.jpg,Steve Uttech,madison
2.02E+13,https://madison.com/sports/college/football/tom-oates-barry-alvarez-undoubtedly-brought-much-needed-swagger-to-uw/article_b268aa1c-6ad9-5ad6-a06c-c38755bc63f9.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/8/93/893c7a73-97e5-5f9b-9603-e4833a583a60/606d0b1c99a81.image.jpg,Jump photo,madison
2.02E+13,https://madison.com/sports/college/football/photos-badgers-barry-alvarez-go-out-in-blaze-of-glory-at-outback-bowl/collection_d3fa477d-1b81-527f-9822-7f55da95e7f6.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/a/03/a0392260-bfcc-5eab-a140-0d9134321ead/54a59bcba15c7.image.jpg,pgOutbackBowl1109MPKe-01012015125753,madison
2.02E+13,https://madison.com/news/local/health-med-fit/after-64-years-of-marriage-i-really-dont-have-a-confidant/article_47820d0c-d0fd-5c69-af55-51072d93f479.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/a/52/a52eb90d-1089-5772-b561-1472d481b44c/5fb7f3810834e.image.jpg,Janet and Sheldon,madison
2.02E+13,https://madison.com/sports/football/professional/as-rift-widens-between-aaron-rodgers-and-packers-head-coach-matt-lafleur-keeps-hope-alive/article_0135d073-7aac-55f0-bffb-0c1ed30dc80e.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/a/ad/aada6664-c892-58ef-90f1-7d3a9ef50c9b/6089fc2b048b2.image.jpg,gutekunst photo 5-1,madison
2.02E+13,https://madison.com/sports/football/professional/whatever-you-call-him-t-j-slaton-could-bring-much-needed-help-to-kenny-clark/article_f7e9d86d-567a-5041-bf21-1cda2793bcfb.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/d/07/d0706d25-cfe6-5b41-9c24-03f3bc49cfbb/60a30bb7ad979.image.jpg,new slaton photo 5-17,madison
2.02E+13,https://madison.com/sports/college/football/wisconsin-left-tackle-cole-van-lanen-putting-it-all-together/article_fd793eab-6902-5126-b7e3-3a22992eb176.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/d/1d/d1d85720-f8d9-59b1-83fc-05d8e218b1f9/5b9c170a60984.image.jpg,Cole Van Lanen-feature,madison
2.02E+13,https://madison.com/family-therapist-loved-music-learned-spanish-in-later-years/article_909c32d3-95bc-5183-9a1a-6f1ca58becc9.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/d/5b/d5b3d115-559e-529b-b39f-21fb6e94b18f/60303212ed96d.image.jpg,Vince and Dave Fish,madison
2.02E+13,https://madison.com/sports/football/professional/while-matt-lafleur-has-one-plan-for-packers-training-camp-the-coach-knows-one-guy/article_f54f9ed8-31af-53f8-8d7d-f20c1f8c0b03.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/d/c0/dc03df84-c4b0-5fb4-ae5f-b36dafbec11f/60cbd42f32386.image.jpg,lafleur photo 6-17,madison
2.02E+13,https://madison.com/sports/football/professional/7-packers-picked-with-1-stunning-snub-for-pro-bowl-which-won-t-actually-be/article_97f91697-18e2-523c-a6fb-8e5ed0a9c7cc.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/e/79/e79c88bf-bce9-59c9-b0b9-254eb3ce975c/5fe1e21a3bc83.image.jpg,"Corey Linsley Pro Bowl snub, AP photo",madison
2.02E+13,https://madison.com/sports/college/wisconsin-athletic-department-projects-47-million-net-impact-on-budget-because-of-covid-19-pandemic/article_bcd73eb0-0c47-5828-a7ab-80c3a160030a.html,https://bloximages.chicago2.vip.townnews.com/madison.com/content/tncms/assets/v3/editorial/f/62/f620e401-fefd-5515-af12-c3167386b595/5f6baa6edef5f.image.jpg,Adam Barnes mug,madison
2.02E+13,http://napavalleyregister.com/lifestyles/food-and-cooking/columnists/karen-schuppert/healthy-on-the-go/article_0ba8bf7f-4dc3-5822-a590-b606dbf71706.html,https://bloximages.chicago2.vip.townnews.com/napavalleyregister.com/content/tncms/assets/v3/editorial/1/78/178bb7e2-9c13-5f45-af39-e36219c484b5/57302f98bfe2c.image.jpg,Karen Schuppert,napavalleyregister
2.02E+13,http://news.lee.net/entertainment/television/the-worst-tv-comedies-of-all-time/collection_7a3b1366-029a-11e7-92db-1fc8820696ae.html,https://bloximages.chicago2.vip.townnews.com/news.lee.net/content/tncms/assets/v3/editorial/8/c9/8c9b2168-461f-11e7-9352-af6921ea703f/592ef19a5a54b.image.jpg,Intro,news
2.02E+13,http://news.lee.net/dave-ethan-love-makers/article_bb46c23c-029b-11e7-baab-a305ad3223a3.html,https://bloximages.chicago2.vip.townnews.com/news.lee.net/content/tncms/assets/v3/editorial/d/b6/db6fa120-461e-11e7-851b-7b8db8fbc7d6/592ef05eae04e.image.jpg,Dave & Ethan,news
2.02E+13,https://www.nwitimes.com/sports/professional/watch-now-barber-goes-from-5-fades-in-his-grandmas-hammond-kitchen-to-cutting-the/article_81486531-1db2-58ee-ac4c-1ec75a238a36.html,https://bloximages.chicago2.vip.townnews.com/nwitimes.com/content/tncms/assets/v3/editorial/3/05/30539650-fb12-5cfd-8b33-983178647cb4/6093359ebfd19.image.jpg,Barber goes from $5 fades in his grandma's kitchen to cutting the hair of White Sox stars,nwitimes
2.02E+13,https://www.breezejmu.org/kindred-at-a-place-known-for-history-kurt-barth-making-plenty-at-eureka-college/article_88a8bd98-e5cf-5fa1-8a3d-a0e0718158c8.html,https://bloximages.chicago2.vip.townnews.com/pantagraph.com/content/tncms/assets/v3/editorial/0/00/0001ad7a-8676-11e7-9729-d3f4146207f4/599ae25dbc680.image.jpg,20 B-N restaurants we wish would come back,pantagraph
2.02E+13,https://www.breezejmu.org/kindred-at-a-place-known-for-history-kurt-barth-making-plenty-at-eureka-college/article_88a8bd98-e5cf-5fa1-8a3d-a0e0718158c8.html,https://bloximages.chicago2.vip.townnews.com/pantagraph.com/content/tncms/assets/v3/editorial/a/56/a5647d2e-8676-11e7-b390-7b839d8ebec8/599ae375f3d05.image.jpg,B-N Restaurants that Deliver,pantagraph
2.02E+13,http://www.pantagraph.com/news/local/government-and-politics/lahood-keep-health-care-out-of-tax-reform-bill/article_7169e2ee-4a56-54aa-9c9d-a626825df151.html,https://bloximages.chicago2.vip.townnews.com/pantagraph.com/content/tncms/assets/v3/editorial/d/c1/dc1cbf03-24d6-5733-bbee-d37093d781a4/59d6a7a4ac391.image.jpg,LaHood,pantagraph
2.02E+13,https://qctimes.com/news/local/davenport-bar-owner-who-lived-through-nazi-occupation-and-fled-communism-is-calling-it-quits/article_778fd3f2-d401-5c18-a553-7fa925ccfea4.html,https://bloximages.chicago2.vip.townnews.com/qctimes.com/content/tncms/assets/v3/editorial/2/cf/2cfa45ba-759a-5fef-aa5b-68b43629e6d9/60a30ffb6aa8c.image.jpg,051821-qc-nws-jenos-014,qctimes
2.02E+13,https://www.sidneyherald.com/news/local_news/montanas-no-1-cause-of-preventable-deaths-for-youths-is-suicide-what-can-we-do/article_002ceebe-8dba-11eb-8f32-1f144bf17f06.html,https://bloximages.chicago2.vip.townnews.com/sidneyherald.com/content/tncms/assets/v3/editorial/a/4c/a4c70fea-8dbf-11eb-89e4-dfa12f1f41bb/605d63f89a865.image.png,Nick Kallum,sidneyherald
2.02E+13,https://www.stlamerican.com/,https://bloximages.chicago2.vip.townnews.com/stlamerican.com/content/tncms/assets/v3/editorial/f/bf/fbfb7f8a-b812-11eb-86d2-5346299e7c0d/60a41be3a84ef.image.jpg,"Stifel hires Akande as director of human resources, diversity and inclusion",stlamerican
2.02E+13,https://tdn.com/sports/high-school/dancing-on-the-big-stage-rem-bakamus-is-the-shoelace-that-ties-national-championship-teams/article_cf21be9d-761e-593f-b1a2-cb5a030e2316.html,https://bloximages.chicago2.vip.townnews.com/tdn.com/content/tncms/assets/v3/editorial/9/af/9af0345a-aa91-544a-b5e6-2c45d7c3c721/5fcacc9219dfd.image.jpg,Rem Bakamus celebrate Mark Morris,tdn
2.02E+13,https://tdn.com/sports/high-school/dancing-on-the-big-stage-rem-bakamus-is-the-shoelace-that-ties-national-championship-teams/article_cf21be9d-761e-593f-b1a2-cb5a030e2316.html,https://bloximages.chicago2.vip.townnews.com/tdn.com/content/tncms/assets/v3/editorial/e/76/e7639adb-8c95-5b10-8969-80472545301f/5fcacc1a91384.image.jpg,Bakamus Gonzaga celebrate,tdn
2.02E+13,https://www.townnews365.com/,https://bloximages.chicago2.vip.townnews.com/townnews365.com/content/tncms/assets/v3/editorial/8/7f/87f93890-83d2-11e5-8cd5-5f821876b9d3/5640f1068a6dc.image.png,Slideshow redirect | Home | BLOX CMS | Small devices,townnews365
2.02E+13,https://trib.com/sports/college/wyoming/football/wyoming-2023-recruit-tell-wade-will-carry-on-weston-johnsons-legacy-with-cowboys/article_5fda696c-d3b5-11ec-bde4-eb5e4fd976c7.html,https://bloximages.chicago2.vip.townnews.com/trib.com/content/tncms/assets/v3/editorial/0/4c/04ced005-121d-5b05-9ce3-349c2b38816f/52d9e1531fc71.image.jpg,Weston Johnson,trib
2.02E+13,https://trib.com/sports/college/wyoming/football/rome-weber-returns-to-wyomings-secondary-while-navigating-fatherhood/article_02cc8c4d-3431-5dc6-8dac-d322ff41fb85.html,https://bloximages.chicago2.vip.townnews.com/trib.com/content/tncms/assets/v3/editorial/a/b4/ab4513a2-8658-59ea-aeb9-39fb28609ee5/60a00d8c7bcdd.image.jpg,Rome Weber and family,trib
2.02E+13,https://trib.com/sports/college/wyoming/football/atlanta-falcons-sign-former-uw-star-brian-hill-to-active/article_40ab1966-bd16-55dc-988c-ab8d23c4c515.html,https://bloximages.chicago2.vip.townnews.com/trib.com/content/tncms/assets/v3/editorial/d/05/d05dd9fa-79a8-59a0-abcd-516d7ebcbc77/5b98710c4f5a6.image.jpg,Falcons looking for more decisive runs from rookie Hill,trib
2.02E+13,https://trib.com/sports/college/wyoming/football/wyoming-coach-craig-bohl-not-happy-with-every-proposed-change-coming-to-fall-camp/article_0d93bdc5-7c05-53b9-af0e-032fd8f5681e.html,https://bloximages.chicago2.vip.townnews.com/trib.com/content/tncms/assets/v3/editorial/d/57/d5770ef2-fceb-50ed-bb33-1564db291e27/5fc6ecf020c68.image.jpg,Bohl,trib
2.02E+13,https://trib.com/news/state-and-regional/codys-nic-talich-commits-to-wyoming-football-as-preferred-walk-on/article_4f7b270b-a68b-56b8-aed9-bcbe4b5bf750.html,https://bloximages.chicago2.vip.townnews.com/trib.com/content/tncms/assets/v3/editorial/d/d6/dd66d597-5bfe-514b-afbe-d0cf3c350fcd/5febc5d25470a.image.jpg,Talich run vs Jackson,trib
